id,reduced_formula,spacegroup
mp-6408,ZnCu2GeS4,121
mp-1185748,Mg2Ag,63
mp-5577,Ce(GeRh)2,139
mp-755180,Li3Fe2CuO6,12
mp-5063,YAl3Ni2,191
mp-13449,YbGa2,191
mp-1220165,NdCuSi,187
mp-36903,KNO3,11
mp-1187560,TlSn,8
mp-1217497,TbNd(NiGe2)2,38
mp-1105597,LuSiPt2,62
mp-1205523,Sc2CoGe2,12
mp-13975,Er2SeO2,164
mp-1246745,Mg2MnAl3S8,166
mp-12985,PrCo2B2C,139
mp-862635,ScSbRh2,225
mp-32750,CuI,160
mp-1185415,LiNdIn2,225
mp-1104181,Ni(BW)3,63
mp-1212088,HoAlRh,62
mp-22671,Pr7O12,148
mp-640862,Sb16Te3,166
mp-865594,Y2CuIr,225
mp-1105213,ErTl(PSe3)2,4
mp-862852,PaNi3,194
mp-1184244,ErSbRh2,225
mp-550,Al12Mo,204
mp-485,ZrNi3,194
mp-752737,Mn2OF3,164
mp-1223695,InSnTe2,166
mp-1102478,ErAsPt,194
mp-11675,NbTe2,12
mp-2195,LuMg,221
mp-1185615,MgZnNi2,225
mp-9400,CeAlSi2,164
mp-29483,MgInBr3,62
mp-1215885,Zr3(MnNi2)2,2
mp-985207,Dy(Al2Cr)4,139
mp-24589,K2HBrO,11
mp-1114474,Rb2TlGaCl6,225
mp-977250,Pm5Mg,38
mp-29678,AgBiS2,166
mp-1186152,NaHg3,194
mp-22311,EuNi5,191
mp-760012,NaCr4O8,87
mp-1103280,YGaIr,62
mp-560699,VBiPbO5,1
mp-1185769,Mg2NiIr,225
mp-23061,VClO,59
mp-1188175,Gd2Se3,62
mp-1113545,Rb2HgAsI6,225
mp-1189707,Nd2Zn5Pb,63
mp-35714,La5TlS8,82
mp-1214726,Ba2FeBrO3,129
mp-1218384,Sr2ZnP2,187
mp-5443,Nb2SnC,194
mp-1189286,Cr3C,62
mp-1105374,RbYMnWO6,4
mp-21863,Pd3(PbS)2,166
mp-1219996,PrCu4Pd,187
mp-1212981,ErNiSn4,65
mp-1225249,EuAl3Si,107
mp-1104024,Cs2GeSe4,12
mp-7914,NaScO2,166
mp-1227630,Ca2TlCd,123
mp-755570,Li(NiS)2,164
mp-27636,Cs2SnI6,225
mp-1226293,Cr4InAgS8,216
mp-1218137,SrNdCrO4,107
mp-1189484,Eu3Ge5,63
mp-1214655,Ba2La2Ti2Cu2O11,123
mp-1206489,CsScI3,194
mp-770405,BaLaBr5,11
mp-1104685,Tb4(FeB2)3,166
mp-866290,DySnRh2,225
mp-30435,BaZn2,74
mp-1185044,LaPr3,221
mp-8580,Ca(PRh)2,139
mp-557958,Cs2KNiF6,225
mp-1211557,KLa2Ag3Te8,99
mp-27041,LiCrPO4,43
mp-20191,Si3Ru2,116
mp-1187958,Yb2ZnSn,225
mp-1111608,K2RbAsF6,225
mp-976272,LiCa3,139
mp-1178360,DyInO3,62
mp-561586,CsLaS2,166
mp-31121,HoScO3,62
mp-30235,Lu3Ge3Ir2,63
mp-1189806,Yb2CuGe6,12
mp-919,HoTe,225
mp-1185749,Mg2AgPd,225
mp-1080089,TaFeB,189
mp-850212,Na3Mn5O12,10
mp-541772,Bi4RuBr2,12
mp-1112096,K2AgMoBr6,225
mp-1221617,MnIn2(SeS)2,160
mp-20554,InAgSe2,122
mp-1226158,Cs2Zr(WO4)3,5
mp-1094589,LiMg,5
mp-974690,Rb2CuCl4,139
mp-1188755,NdAlPd2,62
mp-571350,Ba(AsPd)2,139
mp-567818,Sm(NiAs)2,139
mp-1215168,ZrVMo,74
mp-1112628,Cs2YInCl6,225
mp-752768,LiAgF4,140
mp-1287184,VO,12
mp-1094671,Mg2Ga,63
mp-1186902,Re3Ir,221
mp-1111936,K2HgPdF6,225
mp-1570812,Li2V4CrCuO12,5
mp-23318,BiSCl,62
mp-1217345,ThZr3,123
mp-1217793,SrTiFe3(BiO4)3,146
mp-1399,AlAu,11
mp-756044,Na3AsO4,31
mp-429,ZnNi,123
mp-7559,YNi4B,191
mp-1072248,EuSi2,141
mp-1187211,Ta2RuW,225
mp-2296,Ni3P,82
mp-1224481,HfAlCu,38
mp-865717,Ti2ReIr,225
mp-1215953,YMnCo,74
mp-4083,MgCuAs,129
mp-642795,PHSF2,14
mp-505142,Np(SiPt)2,129
mp-1221247,Na3ErTi2Nb2O12,1
mp-1114567,Rb2LiLaCl6,225
mp-1114380,Rb3VF6,225
mp-1219145,Re(Te2Mo)2,1
mp-1009834,Al2Ru,139
mp-1187641,YbEuTl2,225
mp-1217341,ThUAl6,187
mp-1238813,Li(CrS2)2,12
mp-1105690,PrFe4(CuO4)3,204
mp-16687,Ti5Sb2Rh,140
mp-1184223,ErScRu2,225
mp-1215182,ZrTiC2,166
mp-1179917,Pr,154
mp-867344,Er2NiOs,225
mp-1185371,LiLu2Au,225
mp-865321,Lu2IrRu,225
mp-1220413,NbSeS,164
mp-1186954,Sc2IrOs,225
mp-1214116,Ca2YNbO6,14
mp-1185980,MgSnRu2,225
mp-1220460,Nb4CuSe8,12
mp-22349,Sm(FeGe)2,139
mp-1187003,Sm2IrAu,225
mp-1183086,Ac2CdHg,225
mp-1246874,Al2InN3,36
mp-1213174,CsSc(WO4)2,12
mp-27608,Be4TeO7,216
mp-1189858,Ba4Hf3S10,139
mp-867815,AcGa3,194
mp-23846,KHF2,140
mp-4276,NaSi2Pd3,44
mp-759749,KFeO2,12
mp-23192,HgI2,137
mp-1220484,NbAlCu,38
mp-4081,TaCu3Se4,215
mp-9319,Ba2PrPtO6,225
mp-567838,La2AlNi9H,6
mp-20279,NbInSe2,187
mp-1206744,TmBiPd,216
mp-865982,TmCdPd2,225
mp-1226325,Cr4CdFeS8,216
mp-2658,AlFe,221
mp-1070137,BaSi3Pd,107
mp-866104,CaCdHg2,225
mp-1111594,K2RbTiF6,225
mp-1186744,Pr5Mg,38
mp-27386,TlHg5Cl11,12
mp-22250,Mg2SiB2Ir5,127
mp-1222950,LaFeCuNi3,187
mp-12804,SmAlSi,109
mp-1111207,K2RbScCl6,225
mp-559885,Cr2AgBiO8,82
mp-755994,LiCo(SiO3)2,9
mp-30482,Ca3Tl,225
mp-849060,VS2,2
mp-763104,Li2MnF4,26
mp-1516887,Eu2NiWO6,225
mp-1104534,DyGa6,125
mp-1219144,Sm2AsSe,166
mp-604910,MnSe,129
mp-1072114,HoOF,166
mp-11567,ScZn12,139
mp-1078876,ErSnIr,189
mp-1214934,AgRhF6,2
mp-866285,ErSnRu2,225
mp-1216785,Tm(MnAl)6,71
mp-1103472,Na2UF8,139
mp-1027576,TeMo2Se2S,156
mp-29153,Zr2NiP,11
mp-1188539,Sr3Tl5,63
mp-21416,PuAl2,227
mp-570188,ZrI3,59
mp-1105641,InHO2,205
mp-12905,Ba3CrN3,176
mp-1519309,BaSrPrNbO6,2
mp-1078766,GaFe3,194
mp-19093,Ba2UNiO6,225
mp-864944,MnBe2Pt,225
mp-12722,TbAlPd,62
mp-1217293,TeMoSe,164
mp-1218366,SrCaMn2O6,121
mp-510098,EuAu5,191
mp-1104272,Lu(Ni2P)2,136
mp-1103518,Dy(Mo3S4)2,148
mp-8982,CaSiPt,14
mp-4887,BaCeN2,194
mp-1223015,LaCe(B2Rh3)2,47
mp-1105814,Tl4SnSe3,140
mp-1522319,BaSrDyWO6,2
mp-759163,VOF2,15
mp-669,ThAl2,191
mp-1190803,GdEr4Al15,166
mp-866180,Li2YbPb,225
mp-554899,CsAlF4,189
mp-1209961,NaTbCl4,2
mp-1222424,Li3Tl2Cd,123
mp-1104431,Sm(Mo3Se4)2,148
mp-865143,BaYbCdSb2,36
mp-1228487,Ba2In2O5,25
mp-1102554,CuClO,14
mp-5461,Rb3TaO8,121
mp-1223663,K2CaPrO4,10
mp-1215183,ZrUAl6,123
mp-19913,Ba3(InP2)2,15
mp-30284,HgAsO3,162
mp-1226393,CrRe13B6,156
mp-7364,Ca(SiAu)2,139
mp-1023510,YMg15,187
mp-22181,Gd(GePd)2,139
mp-1029834,HfMgN2,62
mp-862822,PaSnPd2,225
mp-573677,Ba2Li3TaN4,15
mp-1078160,Cr2CoSe4,12
mp-1188318,SiH8,31
mp-756042,VO2F,19
mp-1211491,KEu(CO3)2,15
mp-777483,Ge2N2O,9
mp-755362,Sm2Se2O,14
mp-846,Hf2Al3,43
mp-1220105,Ni3(Sn2Pt)2,156
mp-867172,SrMgTl2,225
mp-1225937,CsFeNiF6,74
mp-29896,Y2B3C2,65
mp-10445,Sc6FeTe2,189
mp-1206435,Ba2DyTaO6,225
mp-1208660,SmCrSb3,57
mp-1206676,RbSmI3,63
mp-988996,FeSbAs,31
mp-610517,Ag2S,14
mp-1079449,Nd(SiIr)2,129
mp-11639,Rb2GeS3,12
mp-13744,Rb3GaO3,12
mp-1223642,InGaP2,160
mp-759363,Ni3OF5,31
mp-864961,Be2PdPt,225
mp-30604,DyGa,63
mp-641065,HoMn4(CuO4)3,204
mp-295,HoAs,225
mp-13572,ScSiPt2,63
mp-10901,Al3Pd2,164
mp-542314,NdCuSO,129
mp-1216758,U2(PdRh)3,47
mp-1218416,SrCe2(SF2)2,139
mp-1187973,Yb3Mg,139
mp-1185334,LiCeHg2,225
mp-756601,Li4TiNi3O8,166
mp-1106267,Y(Ni2B)6,166
mp-20016,SmCoO3,62
mp-22512,Sr2In2O5,46
mp-1106108,Er3Fe2Ge3,63
mp-1206512,PrIn2Rh,63
mp-867227,Li3Pt,225
mp-13929,Ba2SmReO6,225
mp-555510,Sr2YbRuO6,14
mp-10543,K3SbO4,13
mp-1217755,SrZnSi,187
mp-1178172,Ho2TeO2,194
mp-975044,Li(SiRh)2,127
mp-1188840,SmScS3,62
mp-38442,CsNd5Se8,82
mp-16252,BaCaGe,62
mp-1185803,Mg5Cu,189
mp-570957,CsSiTe3,9
mp-1028,V3Te4,12
mp-1080179,Pr(NiBi)2,129
mp-866119,Tm2RuPt,225
mp-1105540,CeSiIr2,141
mp-1029297,LiZr2N3,63
mp-1228840,AlVNi2,123
mp-1101844,DyGa4Ni,63
mp-1068773,LuAu4,87
mp-756193,Li2MnNi3O8,166
mp-2987,Li2MgTl,225
mp-8900,K2VAgS4,70
mp-1227255,CaCeV2O8,119
mp-1208838,SmSbPd,186
mp-2748,CeAs,225
mp-15743,Sr2CeO4,55
mp-1221358,Mn6BiPO12,216
mp-1206831,Lu3Ga5Co,189
mp-672286,Eu3Ga2,15
mp-1182070,Bi,11
mp-1282757,V3(O2F)2,1
mp-1183795,DyErAl2,225
mp-1224194,Ho3(Ga2Cu)2,156
mp-1228879,Ba10Ge7O3,187
mp-1102233,TbTc2,194
mp-570370,SnPSe3,7
mp-1184036,GaAg3,194
mp-767692,Li2VF6,9
mp-18450,Lu(FeGe)6,191
mp-556076,Sr2Co2O5,1
mp-1009082,MgSnAs2,122
mp-625136,CsHO,36
mp-989520,Rb2NaBiCl6,225
mp-1219685,PuUC2,166
mp-755209,MnOF,65
mp-559554,Li2TeO3,12
mp-669713,Gd2Ni7,166
mp-9698,Rb6AlSb3,11
mp-1247201,AlInN2,33
mvc-9561,MgTi2O4,160
mp-1080785,ThAlRh,189
mp-1105133,Ho3Si2(SnRh3)3,189
mp-1188848,Sm(Tl3Te2)3,87
mp-574169,TiGeTe6,12
mp-697084,HPbIO,62
mp-1076974,Th2Tl,140
mp-1188711,UVS3,62
mp-1209072,SbSeBr,62
mp-1224056,Ho3Sc2S7,8
mp-1206890,Pu2TeO2,139
mp-865010,HfGaRu2,225
mp-28490,Tl3BSe3,11
mp-555843,Ag3AsS3,161
mp-569913,Ce3SiPt5,74
mp-1206643,NdMgTl,189
mp-972680,Sm(AgGe)2,139
mp-775122,LiLaNb4O12,123
mp-1221006,NaFeCuSe2,156
mp-1222894,LaNd3(GaO3)4,6
mp-1211316,KV2AgO6,15
mp-18830,Fe2PO5,141
mp-862927,LiPmHg2,225
mp-776764,LiFe2F5,1
mp-1189904,Ni9BiTeS8,123
mp-961678,ScCoTe,216
mp-11621,ZnNiSb,216
mp-1188605,V5P3,193
mp-976447,NaCrH8(NF3)2,225
mp-866170,TiInRh2,225
mp-11358,TaCo3,221
mp-1079246,ZrGaCo,189
mp-19158,Mn3WO6,148
mp-1025523,CeFeSi2,63
mp-4824,NaZnP,129
mp-753089,LiCu2F6,15
mp-22888,CaBr2,58
mp-569535,Ca2Bi,139
mp-1018134,Li,166
mp-862777,TmPaRu2,225
mp-1216101,Y4US7,8
mp-640118,CeZn3,63
mp-27809,Ba(GeP)2,105
mp-1186992,ScZnAu2,225
mvc-5966,Ca2SnWO6,1
mp-1222109,Mn2Co2SiGe,26
mp-1027391,MoWSeS3,156
mp-37449,Nd5AgS8,82
mp-28968,Nb3Te3As,176
mp-1114336,Na2LiGaF6,225
mp-1226487,Co3(Ni3S4)2,44
mp-1105780,Bi2O3,159
mp-568574,LaGeI,164
mp-2056,Ni3Se2,155
mp-756163,Li2Cu4S3,5
mp-13459,NaCdSb,62
mp-1979,HoPd3,221
mp-30282,La2I5,11
mp-1280001,V2FeO4,15
mp-754318,MnZnO3,148
mp-1213079,CsRbSO4,156
mp-1103537,Y2FeC4,72
mp-755555,Mn5CoO12,12
mp-1220503,Nb3WSe8,8
mp-1018942,PrTlCd,194
mp-11773,Nd3GaO6,36
mp-28595,KNaSe,62
mp-867770,BaHg3,194
mp-36223,Ba(PrS2)2,122
mp-1183898,Eu2CuIr,225
mp-1206651,LaCoSi2,63
mp-1018032,SrCdO2,123
mp-1018048,LaNiC2,38
mp-866375,TiFe2Ge,225
mp-3018,Nd(MnSi)2,139
mp-29239,LuB2Ru,62
mp-36,Sc,225
mp-1094889,LiMg,221
mp-1185624,MgZrNi2,225
mp-1104307,La3SbO3,12
mp-1113858,Rb2AgAuCl6,225
mp-28360,Na3CrCl6,163
mp-866014,CaSmHg2,225
mp-10667,SrAgP,194
mp-1185768,Mg2IrPt,225
mp-1217470,TbHoAl4,216
mp-1025444,ErPt,62
mp-1219481,Sb6O13,44
mp-1292002,Co(HO)2,164
mp-7438,KZnSb,194
mp-754614,LuNbO4,13
mp-1214135,Ca2TaInO6,14
mp-1518582,SrCaNdSbO6,118
mp-75,Nb,229
mp-1186439,Pm2AgOs,225
mp-865500,Na2Hf2O5,123
mp-1030331,Te8Mo3W,156
mp-1217139,Ti3Mn(CuS4)2,166
mp-867283,Ho2CuRu,225
mp-1205300,Tm(Co2B)6,166
mp-21036,NaMnO2,59
mp-1105546,LaFe4(CuO4)3,204
mp-1219576,RbNbTeO6,74
mp-1095043,Sc3OsC4,71
mp-1206294,CeB2Pd2C,139
mp-505005,CeSiOs,129
mp-20211,Mn3Si,225
mp-1025021,YbMgCu4,216
mp-1219559,RbNaCd3O4,8
mp-1187874,YZnPd2,225
mp-760323,Ce5O9,82
mp-977364,HoPaOs2,225
mp-554973,TlCuF3,221
mp-567713,Nb3TeI7,156
mp-1215569,YbAlCu4,187
mp-1246711,Ca2CdN2,139
mp-1225881,GdCo4Si,187
mp-865522,YCdAu2,225
mp-973676,HgS,186
mp-1217291,TePb2Se,166
mp-1228947,AlAg4,166
mp-1095573,NbCoSi,62
mp-1183633,CdPd2Au,225
mp-1025564,LuAl2Pd5,139
mp-559415,Na2Cu2Si4O11,2
mp-1245965,Ba3ReN3,176
mp-549,ScSb,225
mp-755643,Rb3InO3,12
mp-1227089,CaNdCoO4,63
mp-2251,Li3N,191
mp-571555,InCl,63
mp-1218360,Sr3CaMn2FeO10,107
mp-19182,Ba2CaWO6,87
mp-1112674,Cs2LiPrCl6,225
mp-1112006,Cs2NaNdCl6,225
mp-1229187,Ag4Sn2(HgSe3)3,1
mp-556576,ZnS,160
mp-636148,WO3,14
mp-1078336,NaCoF3,63
mp-1025294,CdAsPd5,123
mp-754707,LiFeF3,15
mp-777500,V3(O2F)2,102
mp-1246553,LiGeN,62
mp-862757,PrDyMg2,225
mp-1221559,MnVAs2,26
mp-866017,LiNd2Al,225
mp-1188666,Sm3Cu3Sb4,220
mp-20727,Sb2PbO6,162
mp-20004,Zr2InC,194
mp-1103036,Y2Ga8Co,123
mp-1030160,Te6Mo3WSe2,156
mp-11245,HoAu,221
mp-973414,Lu2RuAu,225
mp-1113876,Rb2AgRhF6,225
mp-30380,GaAu2,36
mp-12651,MgPt,198
mp-1205358,TaBRu,51
mp-752779,Li2VF6,12
mp-1218399,Sr4FeRuO8,65
mp-973538,Lu2AlZn,225
mp-3613,NaErS2,166
mp-675349,DyCuSe2,156
mp-1006352,Er2Co3Ge5,15
mp-1416,NbF4,139
mp-1215294,ZrTi(PbO3)2,1
mp-754078,LiFe2(PO4)2,5
mp-22730,Na2MoO4,70
mp-865259,HoHg3,194
mp-1188305,La(Ge3Pt)4,204
mp-1112618,Cs2SmCuCl6,225
mp-1207674,TmPPd,62
mp-1063566,MgSc2Ru,123
mp-1223858,HoCo4Cu,187
mp-1186779,PtAu,187
mp-5702,Cu3SbS4,121
mp-1227976,Ba6Br2N3Cl,12
mp-1079427,Na2CuO2,11
mp-29428,Ta(TeCl3)2,2
mp-1220495,Nd2Ge3Pt,25
mp-1206510,Zr6NiSn2,189
mp-22253,Zn(InS2)2,156
mp-3880,Cr2CuSe4,227
mp-1190248,Sm2Al3Ge4,64
mp-13243,ScU3Sb5,193
mp-568430,BaRh2,227
mp-1105564,Ni8Bi8SI,75
mp-1222989,LaEr4Ge3,162
mp-1113698,Rb2TbAgCl6,225
mp-1205893,La4RuI5,12
mp-1226352,Cr2Ir2C,166
mp-1106136,GdGaPd2,62
mp-1105609,Tb3Rh,62
mp-1216900,TlV2Cr3S8,8
mp-11201,Sc6FeSb2,189
mp-861988,PrAgHg2,225
mp-1238685,GaHg3AsSCl4,186
mp-1219728,PrZnAgP2,156
mp-1103031,Hf4CoP,124
mp-865384,Tm2PdRu,225
mp-1215566,Zn5Se4S,160
mp-28573,WI3O,136
mp-1078757,NdAlNi,189
mp-541134,TeAuBr8,2
mp-1176488,Mn2HgO4,141
mp-1176706,LiFeF3,57
mp-752919,V3(O2F)2,1
mp-7083,LaSi,63
mp-1018692,ErTe2,129
mp-1205610,Cs2P2Pd,63
mp-1207894,U2GaCo2,127
mp-1225346,Dy3SOF5,6
mp-1225448,ErTh,166
mp-1186478,Pm2TlHg,225
mp-754287,V4O7F5,1
mp-862694,Al2IrRh,225
mp-1217453,TePb3(BrO2)2,38
mp-606102,Ce3In3Ru2,12
mp-1184881,HoMg2,191
mp-1216678,TiMoP2,164
mp-1114513,Rb2NaCeI6,225
mp-7,S,148
mp-1219075,SmBiTe3,160
mp-865601,Lu2RuRh,225
mp-1218496,Sr3NbCoO7,107
mp-1209722,Sm5CuPb3,193
mp-569885,Cs2TaCl6,225
mp-995194,KBaSiHO4,4
mp-1183841,DyHo3,139
mp-1219717,PrYMg4,216
mp-2949,Ca(NiGe)2,139
mp-22997,PbBrCl,62
mp-561412,CaCO3,5
mp-1185428,LiTi2Ir,225
mp-1189791,Y2Te3,70
mp-973232,NdTm3,221
mp-1112999,Cs2LiTlCl6,225
mp-1222711,Li2GeTeO6,146
mp-1184236,GaSn3,225
mp-1188429,Nd2AlGe6,12
mp-4893,Hf2SnC,194
mp-756457,ErNbO4,13
mp-1226265,Cr4CoCuS8,216
mp-1223964,In4(SnO4)3,1
mp-1183638,CaGdZn2,225
mp-21296,PtPb4,125
mp-542583,EuTe,225
mp-1105536,BaU2Te5,140
mp-1182187,BaNdFe2O5,26
mp-1183461,Ca2TlZn,225
mp-1225252,EuCuSn,12
mp-23467,CsSn2Br5,140
mp-1519537,BaSrCe2O6,11
mp-12987,Ho2NiGe6,38
mp-30733,HoSnPt,189
mp-1113296,Cs2HgSbBr6,225
mp-1104323,VPO5,15
mp-1206430,DyCu4Pd,216
mp-21156,TbPb3,221
mp-34292,Tl9SbTe6,79
mp-8911,CuAgS,63
mp-30845,SmPt3,221
mp-1030580,TeMoWSeS2,156
mp-979931,YNbRu2,225
mp-1218514,Sr3CeMn4O12,229
mp-620812,Y2Ge5Ru3,72
mp-865161,Dy2AgRu,225
mp-865935,Li2MgSn,225
mp-21478,U(CuP)2,164
mp-13923,SnPS3,7
mp-1187792,Tl2S,143
mp-1227127,CaMgCd,38
mp-7128,Cd(AsO3)2,162
mp-7470,RbCuO,139
mp-33363,LiYS2,141
mp-27872,MgTi2O4,227
mp-1091395,ZrGeOs,189
mp-757176,BaYF5,15
mp-1212416,HfCrP,62
mp-1187193,SrCeHg2,225
mp-14793,Mg2SiPt,194
mp-23520,InPb2I5,140
mp-1226802,Ce3Y,187
mp-8950,NdAsPd,186
mp-1206453,Sm2CdCu2,127
mp-31029,Nd2Ni5B4,12
mp-13236,Ho5Si3,193
mp-1094422,Mg2Zn,63
mp-1227031,Cd2InCuSe4,8
mp-1174238,Li4Mn3CoO8,2
mp-504611,Cs2NaFeF6,166
mp-753116,Co5SbO12,12
mp-1206641,KTl2GaF6,225
mp-753028,Li3Mn4O8,12
mp-1185754,Mg2Ag,63
mp-1103590,MgSe2,205
mp-685097,HfO2,29
mp-1223386,KRb2Mo(OF)3,42
mp-639682,SiO2,119
mp-865743,Ga2IrRh,225
mp-863723,Ho2MgGe2,127
mp-15653,CeSi2Ni,63
mp-26,La,194
mp-546035,Cr3CuO8,12
mp-3707,CaGe2O5,15
mp-1183102,Ac3Y,194
mp-996973,CuHgO2,12
mp-1186613,PmLuMg2,225
mp-1205749,NdSnIr,189
mp-978547,SmLuIn2,225
mp-1080612,GdAlCu,189
mp-8202,CsRb2PdF5,127
mp-1227419,Ca(MnAl3)3,12
mp-1185322,LiCuAu2,225
mp-1205750,YMgAu,189
mp-865195,TmGaRh2,225
mp-1540016,Ca(AgO2)2,88
mp-1223363,KSO2F,4
mp-1104145,Eu2Zn2P3,12
mp-1101151,NaHoO2,166
mp-1206231,Cs2RbPdF6,139
mp-35785,Y2CdS4,227
mp-867700,Li3CuS2,167
mp-350,Zr5Te4,87
mp-1222885,LaErSe2,166
mp-9848,PrP5,11
mp-755415,LiVF4,63
mp-11508,MoP4,15
mp-23312,MoBr3,59
mp-9033,Np(SiOs)2,139
mp-555037,TaS2,166
mp-1025053,ThSiTe,139
mp-1216049,YNO4,39
mp-1078483,Ca2GePt2,15
mp-2844,ThSi2,141
mp-1216563,V(CrSi3)2,21
mp-1078248,Gd2Cr2C3,12
mp-865781,YbCeZn2,225
mp-28175,Pd(SeCl3)2,15
mp-1222340,LiSm(WO4)2,82
mp-23024,SrBrF,129
mp-1219337,Sm4CuSn8,25
mp-1095487,LuTc2,194
mp-10446,Sc6NiTe2,189
mp-10074,GeSe2,122
mp-638650,Pr7FeI12,148
mp-1219019,SmGa3Pt,119
mp-973893,Lu2TlHg,225
mp-640922,CeInPt,189
mp-1052,NaAu2,227
mp-7385,K2Be2PbF8,166
mp-1205601,Yb2SnPd2,127
mp-27179,CsCrBr3,186
mp-1071163,TiO,189
mp-24375,TlH4NCl4,88
mp-22609,Eu(CdP)2,164
mp-32758,Ag2Se,64
mp-10965,DyAgSb2,129
mp-1221664,MnCd2Te3,156
mp-1189031,La7Rh3,186
mp-1023939,MoS2,164
mp-1185363,LiMgHg2,225
mp-1095587,LaGaPt,62
mp-545552,SnO,31
mp-1216077,Y4ZnGa3,44
mp-1147751,Ba2CuTeO2,123
mp-864876,TbInRh2,225
mp-1174540,Li5Mn3O8,12
mp-763787,Fe8O9,2
mp-1222966,LaSbSe3,62
mp-22120,YRh3C,221
mp-1222402,LiGdSe2,123
mp-961713,ZrSnPt,216
mp-570686,SnBi,64
mp-568591,La3CI5,2
mp-21505,YAgPb,189
mp-1207094,MgCuPb,216
mp-1307607,Ca2CrWO6,14
mp-1104967,K3HoV2O8,164
mp-11534,Np,62
mp-6674,LiLa2SbO6,14
mp-769702,LiMn4O8,12
mp-930,ZrP,225
mp-30736,HoZn3,62
mp-2634,NbN,187
mp-1112760,Cs2KLuCl6,225
mp-1208296,TbZnGe,194
mp-753132,CaMn7O8,12
mp-867274,Be2CoIr,225
mp-1101260,V4CrNiO12,5
mp-1206822,Pr3SnN,221
mp-1218751,Sr2Nd2MnCuO8,123
mp-1080537,K2NaVF6,225
mp-1102052,DyAsS,62
mp-773184,Li2MnSnO4,74
mp-10699,LuRh3C,221
mp-2130,LuNi2,227
mp-1183288,BaInO3,221
mp-1102132,ZrCrSi,62
mp-201,Yb5Sb3,193
mp-557320,K4Re2Cl10O,139
mp-1113396,CsRb2SbCl6,225
mp-675748,Zn2GeS4,121
mp-510380,Mn3CuN,221
mp-1206318,Nd3Sn7,65
mp-1025324,SiSnPt5,123
mp-10014,TaS2,160
mp-1185810,Mg5Hg,8
mp-1293197,Al(FeO2)2,74
mp-1111578,K2TlInBr6,225
mp-1176579,LiSbS,29
mp-867335,K2SbAu,63
mp-866061,CaSmZn2,225
mp-1216587,TlGaF6,148
mp-15751,Ba3Y4O9,146
mp-21877,Mn2GeO4,55
mp-1208164,Tl2SbF5,63
mp-1104770,Ho3Ga8Rh3,71
mvc-15843,ZnFeF6,148
mp-754055,CsErO2,194
mp-1186123,NaCd2Ag,225
mp-1111258,K2LiBiI6,225
mp-865999,YbTlPd2,225
mp-980034,Yb3Mg,225
mp-1111102,K2TlCoF6,225
mp-1223822,K3SO4F,215
mp-23098,ReNClF5,11
mp-769800,SrEu4O5,87
mp-1208273,Ti2Se3,163
mp-30196,ErCuP2,62
mp-1219649,Rb2W(OF2)2,12
mp-762018,LiCoPO4,82
mp-5090,Ti2FeSe4,12
mp-1220350,Nd2Ga7Pd,115
mp-1105243,Mn3ReO6,14
mp-33333,NaSbSe2,141
mp-1219338,ScGa4Fe3Co8,166
mp-777377,Co3OF5,12
mp-1205338,Ca3(AlAs2)2,15
mp-762282,Li3Cr5O10,2
mp-1213908,Ce3Ge5,43
mp-14588,Na2PtSe2,36
mp-1102523,Zn2PN3,36
mp-1215908,YHoCo4,216
mp-862814,PaSiTc2,225
mp-1221431,MoPd2Rh,160
mp-974779,NdTh3,221
mp-1217024,Ti6PtAu,200
mp-29880,Sm2SCl4,15
mp-1095504,HfCuGe,62
mp-1183090,Ac3Cd,139
mp-1111977,Cs2RbAuF6,225
mp-1224552,Ho4NiSn8,25
mp-1072580,CeSiPt,109
mp-1111648,K2NaDyCl6,225
mp-1228269,Ba4Bi(PbO4)3,12
mp-1257214,Ca2AlFeO5,46
mp-754474,USiS,129
mp-1076973,TiGeSb,129
mp-1221785,MnCo2TeO6,1
mp-16737,Na2BeB2O5,15
mp-1102145,EuMgSn,62
mp-8500,AsS2NF6,12
mp-1217703,Tb3Al3NiPd2,189
mp-18820,Sr3Fe2O7,139
mp-1208169,Tl2CrF6,225
mp-504864,YCu(WO4)2,2
mp-973631,Lu2AlRu,225
mp-1184695,Ho3Er,139
mp-1185901,MgIn2,155
mp-28554,Ca2AsI,166
mp-971737,V2OsRu,225
mp-1224410,InCu4,139
mp-1091394,Ba2NaIO6,225
mp-6231,Ba2ErSbO6,225
mp-1177331,Li4MnCrO6,5
mp-866160,Y2AgIr,225
mp-1207763,Y3(SiNi)2,71
mp-11080,YbMgAu,62
mp-18232,Ce2Al3Ge4,64
mp-5610,Ca(AsRu)2,139
mp-1221734,Mn4Sb3As,187
mp-23012,Bi2Pd3S2,199
mp-1205992,HfMnF6,225
mp-1078879,LiPrSn2,63
mp-978744,SmBi3,194
mp-1218375,Sr2Zn5Si3,99
mp-1220696,Nb2AgS4,156
mp-865026,Mn2VSi,225
mp-1190342,Lu5Pt3,193
mp-10366,Nb2Co3Si,194
mp-16482,TiAlAu2,225
mp-1218513,Sr4Fe3MoO12,229
mp-1216648,TiTeSe,156
mp-754021,BaYBr5,15
mp-1186171,NaSrTl2,225
mp-866141,TiFe2Si,225
mp-8466,SmNiGe3,65
mp-1080546,La(GePt)2,129
